producto,marca,categoria,codigo_barras,presentacion,factor_unidades,precio,stock_inicial
Red Bull Ambar x 250 ml,Red Bull,Bebidas,9002490273262,Unidad,1,8.0,0
Red Bull Green lata 250 ml,Red Bull,Bebidas,9002490271725,Unidad,1,8.0,0
Red Bull lata 250 ml,Red Bull,Bebidas,9002490100070,Unidad,1,8.0,0
Refresco en sobre Frutísimo C/Stevia  20 gr Umsha,Umsha,Bebidas,7750243069564,Unidad,1,1.5,0
Refresco Umsha Piña 13 gr.,Umsha,Bebidas,7750243069519,Unidad,1,1.0,0
Refresco Umsha sabor Aguaymanto x 13 g,Umsha,Bebidas,7750243081252,Unidad,1,1.2,4
Refresco Umsha Sabor Chicha Morada x 13 g,Umsha,Bebidas,7750243069502,Unidad,1,1.2,0
Refresco Umsha sabor Maracuya x 13 g,Umsha,Bebidas,7750243069533,Unidad,1,1.2,0
Refresco Umsha sabor naranja 13 g,Umsha,Bebidas,7750243069540,Unidad,1,1.2,2
Rejuvenece Plus Crema Hyaluronic 10 g,Rejuvenece Plus,Cuidado Personal,,Unidad,1,2.5,5
Rellenitas chocolate gn 90 g,Genérico,Confitería y Golosinas,7750106003766,Unidad,1,1.8,0
Rellenitas coco gn 90 g,Genérico,Confitería y Golosinas,7750106003759,Unidad,1,1.8,0
Rellenitas fresa gn 90 g,Genérico,Confitería y Golosinas,7750106003773,Unidad,1,1.8,0
Relx Magic Go Double Apple 2 ml.,Relx,Cigarrillos y Vapes,6941974902331,Unidad,1,18.0,0
Relx Magic Go Triple Mango x 2 ml.,Relx,Cigarrillos y Vapes,6941974902171,Unidad,1,18.0,0
Repelente de insectos sachet floresta 10 g,Floresta,Cuidado Personal,7750215018859,Unidad,1,2.5,0
Repelente Eco Deet 10 g,Repelente Eco,Cuidado Personal,7752690003382,Unidad,1,1.0,0
Revolcon x unidad,Genérico,Panadería,,Unidad,1,0.3,0
Ricoburguer de pollo,Genérico,Embutidos y Fiambres,,Unidad,1,1.0,0
Ricocan Adulto Cordero y Cereales Bolsa 1 kg,Ricocan,Abarrotes,7753176005159,Unidad,1,9.5,0
Ricocan Adulto Cordero y Cereales Rz peq. x KG,Ricocan,Abarrotes,,Unidad,1,8.0,0
Ricocan Adulto Multisabores T/R Bolsa x 1 Kg,Ricocan,Mascotas,7753176001434,Unidad,1,12.0,0
Ricocan Cachorro Carne y Leche Rz Peq. x Kg,Ricocan,Lácteos,,Unidad,1,8.5,0
Ricocan Pouch Cachorro Cordero x 100 g,Ricocan,Mascotas,7753176004961,Unidad,1,3.0,0
Ricocan Pouch Cachorro Pollo x 100 g,Ricocan,Mascotas,7753176004954,Unidad,1,3.0,0
Ricocan Pouch Carne x 100 g,Ricocan,Mascotas,7753176004923,Unidad,1,3.0,0
Ricocan Pouch Cordero x 100 g,Ricocan,Mascotas,7753176004930,Unidad,1,3.0,0
Ricocan Pouch Pollo x 100 g,Ricocan,Mascotas,7753176004947,Unidad,1,3.0,0
Ricocat Adulto Festival de Sabores x kg,Ricocat,Mascotas,,Unidad,1,10.0,0
Ricocat Esterilizados x KG,Ricocat,Mascotas,,Unidad,1,10.0,0
Ricocat Festival de sabores pack x 200 gr,Ricocat,Mascotas,7753176003636,Unidad,1,2.5,0
"Ricocat Gatitos Carne, Pescado y Leche 200 gr",Ricocat,Lácteos,,Unidad,1,3.5,0
"Ricocat Gatitos Carne,Pescado y Leche x kg",Ricocat,Lácteos,,Unidad,1,10.2,0
Ricocat Pouch Adulto Filetitos Atun  x 85 gr,Ricocat,Abarrotes,7753176006798,Unidad,1,3.0,1
Ricocat Pouch Adulto Filetitos Pavo  85 gr,Ricocat,Mascotas,7753176006781,Unidad,1,3.0,0
Ricocat Pouch Adulto Trocito Pollo x 85 gr,Ricocat,Mascotas,7753176004886,Unidad,1,3.0,20
Ricocat Pouch Adulto Trocitos Sabores Marinos x 85 gr,Ricocat,Mascotas,7753176004893,Unidad,1,3.0,0
Ricocat Pouch Adulto Trocitos Salmon x 85 gr,Ricocat,Mascotas,7753176004909,Unidad,1,3.0,0
Ricocat Pouch Gatitos Carne 85 gr,Ricocat,Mascotas,7753176004916,Unidad,1,3.0,1
Ricocrack Cordero x 500 g,Ricocrack,Mascotas,7753176005623,Unidad,1,14.5,0
Ricocrack Festival de Frutas 500 gr,Ricocrack,Mascotas,7753176003322,Unidad,1,14.5,0
Ricocrack Festival de Frutas x 200 g,Ricocrack,Mascotas,7753176003292,Unidad,1,8.5,0
Ricocrack Leche Cachorros x 200 g,Ricocrack,Lácteos,7753176005647,Unidad,1,8.5,0
Ricocrack Multisabores x 500 g,Ricocrack,Mascotas,7753176002707,Unidad,1,14.5,0
Rigatoni Don Maximo 250 gr,Don Máximo,Abarrotes,7750346002758,Unidad,1,1.5,0
Ritz Queso 75 gr,Nabisco,Lácteos,7622202309533,Unidad,1,2.5,0
Ritz sabor queso nabisco 30 g,Nabisco,Lácteos,7622201390013,Unidad,1,1.4,0
Ritz Taco  x 70 gr,Nabisco,Confitería y Golosinas,7622202232756,Unidad,1,1.8,0
Ritz taco 52.5 gr.,Nabisco,Confitería y Golosinas,7622201389284,Unidad,1,1.5,0
Ritz taco nabisco 80 g,Nabisco,Confitería y Golosinas,7622202244735,Unidad,1,2.0,0
Rocoto alacena 85 g,Alacena,Frutas y Verduras,7750243043960,Unidad,1,3.5,0
Rocoto de huerta a  x unidad,Genérico,Frutas y Verduras,,Unidad,1,0.8,0
Rocoto Walibi 200 gr,Walibi,Frutas y Verduras,7752187001303,Unidad,1,5.5,0
Romero molido SM,Genérico,Abarrotes,,Unidad,1,0.5,13
Romero sobre SM 1 und,Genérico,Abarrotes,,Unidad,1,0.5,6
Ron Appleton Jamaica rum special 750 ml,Appleton,Licores y Cervezas,636191007407,Unidad,1,35.0,0
Ron Bacardi Big apple 750 ml,Bacardí,Licores y Cervezas,80480401030,Unidad,1,45.0,0
Ron Bacardi carta blanca superior 750 ml,Bacardí,Licores y Cervezas,7501008603017,Unidad,1,43.0,0
Ron Bacardi carta oro superior 750 ml,Bacardí,Licores y Cervezas,7501008604014,Unidad,1,43.0,0
Ron Barcelo añejo 1000 ml,Barceló,Licores y Cervezas,7461323129497,Unidad,1,49.0,0
Ron Barcelo añejo 1750 ml Lapida,Barceló,Licores y Cervezas,7461323129800,Unidad,1,76.0,0
Ron Barcelo imperial Onix 750 ml,Barceló,Licores y Cervezas,7461323129190,Unidad,1,135.0,0
RON CAPTAIN MORGAN SPICED COLD 700 ML,Captain Morgan,Licores y Cervezas,5000299223017,Unidad,1,46.0,0
RON CARTAVIO BLACK 1 L,Cartavio,Licores y Cervezas,7751738445672,Unidad,1,30.0,0
Ron Cartavio black 125 ml,Cartavio,Licores y Cervezas,7751738000062,Unidad,1,7.0,0
RON CARTAVIO BLACK 250 ML,Cartavio,Licores y Cervezas,7751738001984,Unidad,1,11.0,0
RON CARTAVIO BLACK 500 ML,Cartavio,Licores y Cervezas,7751738002677,Unidad,1,19.0,0
Ron Cartavio Black 750 ml,Cartavio,Licores y Cervezas,7751738000017,Unidad,1,26.0,5
Ron Cartavio Black Barrel x 750 ml.,Cartavio,Licores y Cervezas,7751738002417,Unidad,1,27.0,0
Ron Cartavio Blanco 1 L,Cartavio,Licores y Cervezas,7751738001090,Unidad,1,30.0,0
Ron Cartavio Blanco 750 ml,Cartavio,Licores y Cervezas,7751738120883,Unidad,1,26.0,0
RON CARTAVIO RESERVA 8 AÑOS 750 ML,Cartavio,Licores y Cervezas,7751738002820,Unidad,1,40.0,7
Ron Cartavio Selecto 5 años 1 L,Cartavio,Licores y Cervezas,7751738003643,Unidad,1,36.0,0
RON CARTAVIO SELECTO 5 AÑOS 750 ML,Cartavio,Licores y Cervezas,7751738001991,Unidad,1,32.0,0
Ron Cartavio Selecto blanco 5 años 750 ml,Cartavio,Licores y Cervezas,7751738003377,Unidad,1,30.0,0
RON CARTAVIO SOLERA 12 AÑOS X 750 ML,Cartavio,Licores y Cervezas,7751738570091,Unidad,1,80.0,1
Ron Cartavio Superior 1 L,Cartavio,Licores y Cervezas,7751738001595,Unidad,1,30.0,0
Ron Cartavio superior 125 ml,Cartavio,Licores y Cervezas,7751738053976,Unidad,1,7.0,0
RON CARTAVIO SUPERIOR 250 ML,Cartavio,Licores y Cervezas,7751738001977,Unidad,1,11.0,0
Ron Cartavio Superior 500 ml,Cartavio,Licores y Cervezas,7751738002929,Unidad,1,18.0,0
Ron Cartavio Superior 750 ml,Cartavio,Licores y Cervezas,7751738001588,Unidad,1,26.0,1
Ron Cihuatan Añejo indigo 8 años 750 ml,Cihuatán,Licores y Cervezas,816529020074,Unidad,1,75.0,0
Ron Flor de Caña 12 años 750 ml,Flor de Caña,Licores y Cervezas,26964823967,Unidad,1,94.0,0
RON FLOR DE CAÑA CLASICO 5 AÑOS 1 L,Flor de Caña,Licores y Cervezas,026964449952,Unidad,1,49.0,2
Ron Flor de Caña Gran reserva 7 años 1 L,Flor de Caña,Licores y Cervezas,26964257014,Unidad,1,58.0,0
RON FLOR DE CAÑA ORO 4 AÑOS 1 L,Flor de Caña,Licores y Cervezas,026964237689,Unidad,1,39.0,1
Ron Havana club Añejo 7 años 700 ml,Havana Club,Licores y Cervezas,8501110080439,Unidad,1,59.0,0
Ron Havana club Añejo Especial 700 ml,Havana Club,Licores y Cervezas,8501110080927,Unidad,1,39.0,0
Ron Kingston rum Jamaica 750 ml,Kingston,Licores y Cervezas,636191205407,Unidad,1,38.0,1
RON MEDELLIN AÑEJO 3 AÑOS 750 ML,Medellín,Licores y Cervezas,7702049100576,Unidad,1,34.0,2
Ron Pomalca añejo 3 años 1 L,Pomalca,Licores y Cervezas,7753194000112,Unidad,1,28.0,0
Ron Pomalca oro añejo 750 ml,Pomalca,Licores y Cervezas,7753194000433,Unidad,1,25.0,1
Ron Tres barriles Añejo coco 750 ml,Tres Barriles,Licores y Cervezas,7759665000100,Unidad,1,16.0,0
Ron Tres barriles Añejo rubio 750 ml,Tres Barriles,Licores y Cervezas,7759665000131,Unidad,1,16.0,1
Ron Viejo burgues Añejo 3 años 750 ml,Viejo Burgués,Licores y Cervezas,7759665000018,Unidad,1,25.0,0
Ron Viejo burgues Añejo 5 años 750 ml,Viejo Burgués,Licores y Cervezas,7759665000025,Unidad,1,29.0,0
Ron Viejo de Caldas 3 años x 750 ml,Viejo de Caldas,Licores y Cervezas,7702168217001,Unidad,1,32.0,0
Ropa de Perro surtida,Genérico,Mascotas,,Unidad,1,0.0,0
RUBY RICCADONNA 750 ML,Riccadonna,Licores y Cervezas,8000368588303,Unidad,1,60.0,0
sacacorcho,Genérico,Bazar y Otros,,Unidad,1,2.0,0
Sacagrasa  Limon Sapolio  Doy pack 500 ml,Sapolio,Limpieza del Hogar,7751851003971,Unidad,1,4.5,0
Sal  SM,Genérico,Abarrotes,,Unidad,1,0.5,2
Sal de Andrews polvo triple accion  7.9 g,Andrews,Abarrotes,,Unidad,1,1.5,0
Sal de Andrews refrescante 5.0 g,Andrews,Abarrotes,,Unidad,1,1.5,0
SAL MARINA DE MESA YODADA Y FLUORADA 1 KG,Genérico,Abarrotes,7755019000147,Unidad,1,2.0,0
SALCHICHA DE POLLO SF 6 UNID,Genérico,Embutidos y Fiambres,7750946002608,Unidad,1,3.5,0
Salchicha pollo Rico x 3 unid.,Rico Pollo,Embutidos y Fiambres,7755044001775,Unidad,1,1.6,0
SALCHICHA POLLO SAN FERNANDO,San Fernando,Embutidos y Fiambres,7750946002592,Unidad,1,1.8,0
Salchicha Rendidora Suiza 100 g,Suiza,Embutidos y Fiambres,7750151008990,Unidad,1,1.8,0
Salchicha Vienesa Otto kunz 175 g,Otto Kunz,Embutidos y Fiambres,7750302739520,Unidad,1,5.5,0
Salchipapero Ahumado Rico Pollo,Rico Pollo,Embutidos y Fiambres,,Unidad,1,2.5,0
Salchipapero Grueso Rico Pollo (Bls.x18),Rico Pollo,Embutidos y Fiambres,,Unidad,1,2.5,0
Salsa BBQ Barbarian Style Libbys x 200 g,Libby's,Abarrotes,7752187002270,Unidad,1,6.5,0
SALSA BBQ LIBBYS 200 G,Libby's,Abarrotes,7752187001778,Unidad,1,6.5,0
Salsa casera molitalia pomarola 190 g,Molitalia,Abarrotes,7750885017121,Unidad,1,2.5,0
Salsa Casera Pomarola 170 gr,Genérico,Abarrotes,7750885023535,Unidad,1,2.5,0
Salsa clasica molitalia pomarola 145 g,Molitalia,Abarrotes,7750885020268,Unidad,1,1.8,0
SALSA DE OSTION ORIENTAL 70 G,Genérico,Abarrotes,6959749700105,Unidad,1,3.5,0
SALSA DE TAMARINDO ORIENTAL X 500 ML,Genérico,Abarrotes,7750530310003,Unidad,1,6.5,0
Salsa Ostion Oriental sachet,Genérico,Abarrotes,,Unidad,1,1.0,2
Salsa para hornear Estilo oriental Lechon 1 und,Genérico,Abarrotes,,Unidad,1,6.0,0
Salsa para hornear Estilo oriental Pavo 1 und,Genérico,Abarrotes,,Unidad,1,6.0,0
SALSA ROJA COMPLETA DON VITTORIO 200 G,Don Vittorio,Abarrotes,7750243043816,Unidad,1,3.5,0
SALSA ROJA COMPLETA DON VITTORIO 400 G,Don Vittorio,Abarrotes,7750243038973,Unidad,1,6.0,0
Salsa tamarindo oriental 125 cc,Genérico,Abarrotes,7751546682078,Unidad,1,3.5,0
San Fernando pack sandwich y queso edam 157 gr,San Fernando,Lácteos,7750946006231,Unidad,1,7.0,0
SAN LUIS ARANDANO 625 ML,San Luis,Bebidas,7750182008761,Unidad,1,2.0,0
"San Luis Manzana 1,5 lt",San Luis,Bebidas,7750182008730,Unidad,1,4.5,0
SAN LUIS SABOR LIMON 625 ML,San Luis,Bebidas,7750182006958,Unidad,1,2.0,0
SAN LUIS SABOR MANZANA 625 ML,San Luis,Bebidas,7750182007757,Unidad,1,2.0,0
San Luis sabor Maracuya 625 ml,San Luis,Bebidas,7750182007764,Unidad,1,2.0,0
SAN MATEO AGUA S/G 600 ML,San Mateo,Bebidas,77530967,Unidad,1,2.0,0
Sandwich Helado Stranger Thing,D'Onofrio,Helados y Congelados,8445291992306,Unidad,1,5.0,0
Sandwich Helado x 900 ml,Genérico,Helados y Congelados,7613287901385,Unidad,1,24.0,0
Sandwich pollo c/mayonesa,Genérico,Abarrotes,,Unidad,1,4.5,0
Sandwich Sabor Vainilla Donofrio 72.2 g,D'Onofrio,Helados y Congelados,7613035977815,Unidad,1,4.0,0
Sangria Tabernero TTP 1 Lt,Tabernero,Licores y Cervezas,7750533010801,Unidad,1,16.0,0
Sangría Viña vieja Sangria + copa 750 ml,Genérico,Licores y Cervezas,7758645705967,Unidad,1,16.0,0
Santiago Queirolo Gran Borgoña 375 ml,Santiago Queirolo,Licores y Cervezas,7758218000086,Unidad,1,13.0,0
SAPITO 9 GR,Genérico,Confitería y Golosinas,7757174012980,Unidad,1,0.6,0
Sapolio Mata cucarachas y hormigas 360 ml,Sapolio,Limpieza del Hogar,7751851006613,Unidad,1,8.5,1
Sapolio WC tanque 45 g,Sapolio,Limpieza del Hogar,7751851559157,Unidad,1,5.0,2
Sardina en salsa de tomate 425 gr.,Genérico,Abarrotes,7751144001264,Unidad,1,6.0,0
SARDINA EN SALSA DE TOMATE PORTOLA 425 GR. OVAL,Portola,Abarrotes,,Unidad,1,6.0,0
Sardina peruana en salsa de tomate Belez 425 g,Belez,Abarrotes,7757757000144,Unidad,1,6.0,0
Sazonador Aji Panca S/Picante Sibarita 9.5 g,Sibarita,Abarrotes,,Unidad,1,0.5,3
Sazonador Completo Batan 24 g,Batán,Abarrotes,7750552000951,Unidad,1,1.0,10
Sazonador Pops de pop corn mantequilla,Genérico,Lácteos,7755139003172,Unidad,1,1.5,0
Sazonador Pops sabor mantequilla 81 gr,Genérico,Lácteos,7755139003189,Unidad,1,9.5,2
Sazonador Sibarita Aji/picante x 32.4 g,Sibarita,Abarrotes,7753121003247,Unidad,1,1.0,1
Sazonador umami sobre SM 1 und,Genérico,Abarrotes,,Unidad,1,0.5,4
Schick Quattro 4 You,Schick,Cuidado Personal,7502214739620,Unidad,1,4.5,0
Sea Bear Cherry Bomb 800Puffs 30 ml NIC 2.3 ml,Sea Bear,Cigarrillos y Vapes,6973080413920,Unidad,1,28.0,0
Sea Bear Pineapple Soul 8000Puffs 5% NI 30 ml,Sea Bear,Cigarrillos y Vapes,6973080414088,Unidad,1,60.0,0
Sedal Shampoo Acondicionador Ceramidas,Sedal,Cuidado Personal,7779970678719,Unidad,1,1.0,0
Semilla de Girasol a granel,Genérico,Frutas y Verduras,,Unidad,1,9.5,2
Semillitas Angel x 120 g,Ángel,Abarrotes,7759826006460,Unidad,1,3.5,0
Semola a granel x kg,Genérico,Abarrotes,7751234013108,Unidad,1,5.0,0
Semola Molitalia 200 gr,Molitalia,Abarrotes,7750885008822,Unidad,1,1.8,0
Semola Nicolini 200 gr,Nicolini,Abarrotes,7750243018500,Unidad,1,1.8,0
SEÑORIO DE NAJAR BORGOÑA 750 ML,Señorio de Najar,Licores y Cervezas,7759291000567,Unidad,1,20.0,3
Servilleta Cortada Nova x 200,Nova,Cuidado Personal,7759185008068,Unidad,1,2.0,0
Servilleta Elite Cortadas hoja simple 200 uni,Elite,Cuidado Personal,7759185002523,Unidad,1,2.0,0
Servilleta Elite Ultrasuave hoja simple doblada en 4 100 uni,Elite,Cuidado Personal,7759185000390,Unidad,1,4.5,3
Servilleta Nova Doblada en 2 x 100,Nova,Cuidado Personal,7759185008075,Unidad,1,2.0,1
Servilleta Tess Hoja simple 15 x 15 cm 400 uni,Tess,Cuidado Personal,7759185009539,Unidad,1,3.7,0
Shake capuccino gloria 320 ml,Gloria,Lácteos,7751271030717,Unidad,1,4.0,0
Shake cookies y cream gloria 320 ml,Gloria,Lácteos,7751271032100,Unidad,1,4.0,0
Shake mocaccino gloria 320 ml,Gloria,Lácteos,7751271030694,Unidad,1,4.0,0
SHAMPO CARE+ CELULAS MADRE SEDAL 40 ML,Sedal,Cuidado Personal,7779970830025,Unidad,1,1.5,0
Shampoo 2 en 1 rizos definidos pantene 18 ml,Pantene,Cuidado Personal,7506339305722,Unidad,1,1.0,0
SHAMPOO 2 EN 1 ZERO CASPA SEDAL 40 ML,Sedal,Cuidado Personal,7779970678382,Unidad,1,1.5,0
Shampoo Amaras Magia Andina  40 ml,Amaras,Cuidado Personal,7750243082723,Unidad,1,1.3,0
Shampoo amor de verano amaras 22 ml,Amaras,Cuidado Personal,7750243077910,Unidad,1,1.0,0
Shampoo Amor de Verano Amaras x 20 ml + 10 ml,Amaras,Cuidado Personal,7750243081306,Unidad,1,1.2,0
Shampoo anticaspa Medicasp 15 ml,Medicasp,Cuidado Personal,650240051029,Unidad,1,2.0,0
SHAMPOO CARE+ COLAGENO VITAMINA C SEDAL 40 ML,Sedal,Cuidado Personal,7779970678689,Unidad,1,1.5,0
SHAMPOO CARE+ FUERZA ANTICAIDA SEDAL 40 ML,Sedal,Cuidado Personal,7779970830605,Unidad,1,1.5,0
SHAMPOO CERAMIDAS FUERZA Y BRILLO SEDAL 40 ML,Sedal,Cuidado Personal,7779970678542,Unidad,1,1.5,0
Shampoo clima de lima amaras 22 ml,Amaras,Cuidado Personal,7750243074063,Unidad,1,1.0,0
Shampoo coco keratina vanart 50 ml,Vanart,Cuidado Personal,650240039225,Unidad,1,1.0,0
Shampoo diosa rulosa amaras 22 ml,Amaras,Cuidado Personal,7750243073967,Unidad,1,1.0,0
SHAMPOO DUO SEDAL 40 ML,Sedal,Cuidado Personal,7779970678559,Unidad,1,1.5,0
Shampoo Gato avena miel y manzanilla,Genérico,Abarrotes,7759585000242,Unidad,1,1.5,5
Shampoo H&S 2 en 1 x 18 ml,Head & Shoulders,Cuidado Personal,7501065922243,Unidad,1,1.0,0
Shampoo H&S Anti-Comezon x 15ml,Head & Shoulders,Cuidado Personal,7500435247696,Unidad,1,1.0,0
Shampoo H&S hidrat acei. de coco 18 ml,Head & Shoulders,Cuidado Personal,7500435144735,Unidad,1,1.0,0
Shampoo H&S Limpie renov 2 en 1 90 ml,Head & Shoulders,Cuidado Personal,7506195148686,Unidad,1,4.5,0
Shampoo H&S Limpieza Renovadora  18 ml,Head & Shoulders,Cuidado Personal,7501007492568,Unidad,1,1.0,0
Shampoo H&S Sua y manej 2 en 1 90 ml,Head & Shoulders,Cuidado Personal,7506195148679,Unidad,1,4.5,0
Shampoo Herbal Essences pequi aguacate 400 ml,Herbal Essences,Cuidado Personal,7500435226066,Unidad,1,21.1,0
Shampoo hidratacion extrema pantene 18 ml,Pantene,Cuidado Personal,7500435184236,Unidad,1,1.0,0
Shampoo Johnson Baby 25 ml,Genérico,Cuidado Personal,7702031338574,Unidad,1,1.5,0
Shampoo Konzil Seda Liquida x 20 ml,Konzil,Cuidado Personal,7702029482944,Unidad,1,1.0,0
Shampoo mas acaondicionador Herbal Smooth Golden (NO USAR),Genérico,Cuidado Personal,,Unidad,1,0.0,0
Shampoo multivitaminas y sabila Savital 30 ml,Savital,Cuidado Personal,7752285039789,Unidad,1,1.0,0
Shampoo nutri. colageno pantene 27 ml,Pantene,Cuidado Personal,7500435191555,Unidad,1,1.0,0
Shampoo Nutribella Reparación 30 ml,Nutribella,Cuidado Personal,7702354957759,Unidad,1,1.0,0
Shampoo Pantene Cuidado clásico 2 en 1 100 ml,Pantene,Cuidado Personal,7506195160466,Unidad,1,4.5,0
Shampoo Pantene Restauración 2 en 1 100 ml,Pantene,Cuidado Personal,7506195160435,Unidad,1,4.5,0
Shampoo Pantene Rizos definidos 2 en 1 100 ml,Pantene,Cuidado Personal,7506309873701,Unidad,1,4.5,0
Shampoo Raices y Puntas Amaras 40 ml.,Amaras,Cuidado Personal,7750243078740,Unidad,1,1.3,0
Shampoo repar. keratina pantene 27 ml,Pantene,Cuidado Personal,7500435241014,Unidad,1,1.0,0
Shampoo reparacion divina amaras 22 ml,Amaras,Cuidado Personal,7750243073868,Unidad,1,1.0,0
Shampoo Reparacion Divina Amaras 40 ml,Amaras,Cuidado Personal,7750243082709,Unidad,1,1.3,0
Shampoo Sin Sulfatos Amaras FCO x 700 ml (NO USAR),Amaras,Cuidado Personal,7750243073875,Unidad,1,0.0,0
Shampoo y Acondic. Nutibela 30 ml,Nutribella,Cuidado Personal,7702354957766,Unidad,1,1.0,0
Shampoo y Acondic. Nutribela Biokeratina 30 ml,Nutribella,Cuidado Personal,7702354957742,Unidad,1,1.0,0
Shampoo y Acondic. Nutribela Celulas Madre 30 ml,Nutribella,Cuidado Personal,7702354957766,Unidad,1,1.0,0
Shampoo y Acondic. Nutribela Hialuronico 30 ml,Nutribella,Cuidado Personal,7702354957735,Unidad,1,1.0,0
Shampoo y acondicionador pantene restauracion 27ml,Pantene,Cuidado Personal,7506339305029,Unidad,1,1.0,0
Shampoo y acondicionador pantene rizos definidos 27 ml,Pantene,Cuidado Personal,,Unidad,1,1.0,0
Siete tinajas destilado de uva Leyenda del valle 750 ml,Siete Tinajas,Licores y Cervezas,7752310000241,Unidad,1,21.0,1
Sin Parar Choco berries 98.3 gr,D'Onofrio,Confitería y Golosinas,8445291980570,Unidad,1,4.5,0
Sin Parar Cono Stranger Thing 134 ml,D'Onofrio,Helados y Congelados,8445291991842,Unidad,1,5.0,0
Sin Parar Fresa/Maracuya 170 ml,D'Onofrio,Helados y Congelados,8445291637191,Unidad,1,4.5,0
Sin Parar Lucuma 170 ml pote,D'Onofrio,Helados y Congelados,7613287095206,Unidad,1,4.5,0
Sin Parar Twist Donofrio 49.6 g,D'Onofrio,Helados y Congelados,8445291233508,Unidad,1,4.0,0
Sline sabor Piña 500 ml,Sline,Bebidas,7751731001516,Unidad,1,1.2,0
Smirnoff Ice Green Apple 355 ml,Smirnoff,Licores y Cervezas,764009013101,Unidad,1,8.5,2
Smirnoff Ice Green LATA 350 ml,Smirnoff,Licores y Cervezas,764009013118,Unidad,1,8.0,1
Smirnoff Ice guarana 350 ml,Smirnoff,Licores y Cervezas,764009020468,Unidad,1,8.0,0
SMIRNOFF ICE ORIGINAL 355 ML,Smirnoff,Licores y Cervezas,764009801814,Unidad,1,8.5,2
SMIRNOFF ICE ORIGINAL LATA 350 ML,Smirnoff,Licores y Cervezas,764009800312,Unidad,1,8.5,0
SNICKER BARRA DE CHOCOLATE RELLENO C/MANÍ 52.7 G,Snickers,Confitería y Golosinas,040000514251,Unidad,1,4.5,0
Snickers 21.5 gr,Snickers,Confitería y Golosinas,7506174502645,Unidad,1,2.0,0
SOCOSANI AGUA MINERAL CON GAS 500 ML,Socosani,Bebidas,7755224000284,Unidad,1,2.0,0
SOCOSANI LIMÓN 500 ML,Socosani,Bebidas,7755224283762,Unidad,1,2.0,0
Socosani Manzana 500 ml,Socosani,Bebidas,7755224000352,Unidad,1,1.5,0
SOCOSANI MORA/FRESA 500 ML,Socosani,Bebidas,7755224000376,Unidad,1,2.0,0
Socosani Piña 500 ml,Socosani,Bebidas,7755224000017,Unidad,1,1.5,0
Soda Dia Victoria 26 g,Victoria,Confitería y Golosinas,7750243077521,Unidad,1,1.0,0
SODA LINE GALLETA COSTA 40 GR.,Costa,Confitería y Golosinas,7750885019590,Unidad,1,1.0,0
Soda San Jorge x 26 g,San Jorge,Confitería y Golosinas,7750106001465,Unidad,1,0.8,0
Soda San Jorge x 40 gr,San Jorge,Confitería y Golosinas,7750106003094,Unidad,1,1.0,0
Soda v original victoria 35 g,Victoria,Confitería y Golosinas,7750243034562,Unidad,1,1.0,0
Something 350 ml,Something Special,Bebidas,,Unidad,1,22.0,0
SOMETHING SPECIAL 750 ML WHISKY,Something Special,Licores y Cervezas,080432402795,Unidad,1,51.0,0
Sopa pollo con fideos maggi 57 g,Maggi,Abarrotes,7613035396203,Unidad,1,3.5,0
Sorbetes 212,Genérico,Bazar y Otros,,Unidad,1,1.0,0
SORRENTO NESTLE X 320 G,Nestlé,Confitería y Golosinas,7613030208129,Unidad,1,2.2,0
Sour Tabernero Chicha Morada 700 ml,Tabernero,Licores y Cervezas,7750533002257,Unidad,1,23.0,0
Sour Tabernero Limon 700 ml,Tabernero,Licores y Cervezas,7750533001168,Unidad,1,23.0,0
Sour Tabernero Mango 700 ml,Tabernero,Licores y Cervezas,7750533001434,Unidad,1,23.0,0
Sour Tabernero Maracuya 700 ml,Tabernero,Licores y Cervezas,7750533001373,Unidad,1,23.0,0
Sour Tabernero Piña Colada 700 ml,Tabernero,Licores y Cervezas,7750533002264,Unidad,1,23.0,0
Spaceman Curve 18K  Watermelon Dragon 5% Nic.,Spaceman,Cigarrillos y Vapes,6936760843486,Unidad,1,60.0,0
Spaghetti Don Vittorio 500 gr,Don Vittorio,Abarrotes,7750243082501,Unidad,1,3.8,0
Spark Sabor blueberry 473 ml,Spark,Bebidas,7754419001952,Unidad,1,8.0,0
Spark sabor Mandarina 473 ml,Spark,Bebidas,,Unidad,1,8.0,0
Spark sabor Manzana 473 ml,Spark,Bebidas,,Unidad,1,8.0,0
SPARK SABOR UVA 473 ML,Spark,Bebidas,7750502410809,Unidad,1,9.0,3
Sparkies Bubbaloo 25 g,Adams,Confitería y Golosinas,7702133879494,Unidad,1,1.5,0
Special chips Bucky snacks 220 g,Bucky,Snacks,798190167503,Unidad,1,7.0,0
Special Chips Piqueo Bucky 28 g,Bucky,Snacks,798190256221,Unidad,1,1.0,0
Sporade Sabor Mandarina x 500 ml,Sporade,Bebidas,7750670010221,Unidad,1,2.0,0
Sporade Sabor tropical 500 ml,Sporade,Bebidas,7750670010238,Unidad,1,2.0,0
Sporade sabor Tropical S/A 500 ml,Sporade,Bebidas,7750670018906,Unidad,1,2.0,0
Spray Mata Moscas y Zancudos Sapolio 360 ml,Sapolio,Limpieza del Hogar,7751851006620,Unidad,1,9.2,0
Sprite lata 350 ml,Sprite,Bebidas,7771620830140,Unidad,1,4.5,0
